Rec_1_color_r,Rec_1_color_g,Rec_1_color_b,Rec_2_color_r,Rec_2_color_g,Rec_2_color_b,Rec_3_color_r,Rec_3_color_g,Rec_3_color_b,concentration
253.7964778,214.6186908,65.63819573,212.031948,199.9292726,169.9224928,73.99908913,123.5343538,174.5688343,0.001
253.8253931,214.4652692,65.39437136,211.8961384,199.5851316,170.0546016,74.27338188,123.4397116,175.343483,0.001
253.8452912,214.5359607,64.96158383,212.0109541,199.5780495,169.2107977,74.12046136,123.5059159,175.3573143,0.001
253.812894,214.7670736,65.66523863,211.8538042,199.6033187,169.59323,74.2076038,123.5343538,174.7451915,0.001
253.8200381,214.6108429,64.95118927,211.9589749,199.4535758,170.183799,73.94952006,123.6227309,175.343483,0.001
253.812894,214.5767414,65.79228874,211.9138512,199.8648613,169.6811986,73.99908913,123.3579642,174.7299734,0.001
253.8296942,214.7811626,65.42098095,212.1608669,199.6720854,169.615337,73.99908913,123.4402755,174.6964055,0.001
253.8259504,214.4445246,65.25945798,211.9589749,199.5510277,170.0546016,74.27517071,123.4168936,175.1441466,0.001
253.8259504,214.5767414,65.39437136,211.70841,199.9292726,169.6811986,74.2076038,123.4168936,174.7299734,0.001
253.812894,214.6186908,65.47405453,212.0596406,199.9292726,170.0546016,74.2215511,123.4397116,174.6964055,0.001
253.8060433,214.5359607,65.25945798,211.9997978,199.9292726,169.7252637,74.03508929,123.5119138,174.6114573,0.001
253.8006661,212.2009493,67.67054194,202.4880644,189.6340221,176.848026,72.24163006,121.807739,180.9918274,0.0015
253.7812604,212.1382045,68.03901573,202.3414121,189.4315716,176.778772,72.39114992,121.8990157,180.5911184,0.0015
253.7812604,212.3837241,67.63070281,201.6128604,189.6340221,176.7958049,72.16053516,121.7461796,180.4705596,0.0015
253.8008554,212.1382045,67.50282626,201.6792782,189.691717,175.9757222,72.16053516,121.807739,181.0433157,0.0015
253.8063822,212.3195738,67.57340567,202.1768575,189.3311019,176.4026974,72.22856019,121.6511846,180.9918274,0.0015
253.8063822,212.1382045,67.45651561,202.0874459,189.4315716,176.4855265,72.3696361,121.7662149,180.5902979,0.0015
253.8071527,212.269409,67.67054194,202.1768575,189.5469652,176.848026,72.16053516,121.8990157,180.8282313,0.0015
253.8226819,212.3265832,67.67054194,201.6128604,189.3723649,176.6539637,72.3696361,121.7461796,180.7113575,0.0015
253.8006661,212.2009493,67.45651561,202.5064708,189.3950818,176.4026974,72.22546711,121.7359563,180.5911184,0.0015
253.8349164,212.3265832,67.38059037,202.5064708,189.3950818,176.8799005,72.25729638,121.8090918,180.5911184,0.0015
253.8475406,212.3071223,67.78621494,202.3414121,189.3311019,176.1632756,72.16053516,121.8990157,180.5426823,0.0015
253.8110224,212.269409,67.50282626,201.7592035,189.4315716,176.5835942,72.39114992,121.9363635,180.77005,0.0015
253.8475406,212.2009493,67.45651561,201.7592035,189.4823412,176.7958049,72.40973104,121.9363635,180.9918274,0.0015
253.7812604,212.3265832,67.15989028,201.6792782,189.3950818,176.778772,72.28556368,121.9726381,180.8046834,0.0015
253.8004216,212.3765376,67.67054194,202.4880644,189.3541034,176.1632756,72.22546711,121.8090918,181.0433157,0.0015
253.8063822,212.3195738,67.71644312,202.2747338,189.4823412,176.8799005,72.22856019,121.8085937,181.0433157,0.0015
253.8226819,212.3196936,67.45343057,201.6792782,189.5469652,176.8799005,72.24163006,121.8540998,180.8282313,0.0015
253.8475406,212.5304131,68.03901573,201.6128604,189.6340221,176.5835942,72.22856019,121.8990157,180.8282313,0.0015
253.7812604,212.3071223,67.0733654,202.5064708,189.417077,176.4855265,72.3696361,121.7461796,180.6605175,0.0015
253.8268749,212.2009493,68.03901573,201.6792782,189.417077,176.1632756,72.16053516,121.807739,180.5426823,0.0015
253.8328515,212.3330647,67.45343057,202.5064708,189.6271739,176.5170897,72.16053516,121.6511846,180.7113575,0.0015
253.8008554,212.3196936,67.48614472,201.6792782,189.4823412,176.778772,72.3342824,121.6298734,181.0433157,0.0015
253.8063822,212.0926928,68.03901573,202.3414121,189.6271739,177.1630709,72.40973104,121.6828568,180.8282313,0.0015
253.8226819,212.4667036,67.45651561,202.2251783,189.3541034,176.4855265,72.3696361,121.6828568,181.141112,0.0015
253.8004216,212.3071223,67.71644312,201.6792782,189.4315716,177.0733055,72.16053516,121.6511846,181.141112,0.0015
253.2608853,208.2904033,71.16353593,191.1947985,177.717253,185.0664762,70.30370772,120.0900602,186.1930622,0.0025
253.3057009,208.3482282,71.30396941,191.292798,177.6001181,185.4805764,70.45896074,120.2504919,186.3689174,0.0025
253.2850012,208.2894476,71.16353593,191.4675031,177.3722646,185.3929325,70.23758925,120.0900602,186.3689174,0.0025
253.2850012,208.2325568,71.23045498,191.292798,177.3465516,185.2884887,70.23895948,120.0257608,186.6846475,0.0025
253.2531075,208.4263961,71.23045498,191.1162777,177.7189643,185.2750023,70.25904946,120.0442039,186.896638,0.0025
253.2608853,208.279898,71.47152464,191.3212726,177.717253,185.3054295,70.23895948,120.2763631,186.3689174,0.0025
253.341116,208.4618032,71.22216763,190.7192425,177.7189643,184.8290042,70.18741888,120.017958,186.6574489,0.0025
253.2594797,208.3518404,71.24866703,190.7192425,177.5310697,184.8464237,70.30163465,120.0257608,186.7279114,0.0025
253.2644547,208.3518404,71.26579445,191.6040012,177.717253,185.3577003,70.39288994,120.2763631,186.4576089,0.0025
253.3057009,208.3482282,71.47152464,190.95644,177.6001181,184.8290042,70.43053441,120.1820807,186.8111681,0.0025
253.2850012,208.3482282,71.22216763,190.9680239,177.6581043,185.1969188,70.50838882,120.2763631,186.6846475,0.0025
253.2665449,208.3702837,71.26579445,191.1162777,177.717253,185.2750023,70.50838882,120.2667232,186.855535,0.0025
253.2815355,208.4618032,71.2170978,190.8528679,177.5184456,185.3919473,70.25904946,120.0257608,186.7370189,0.0025
253.3430844,208.5057213,71.26123472,190.8528679,177.717253,185.2750023,70.27601023,120.2504919,186.8111681,0.0025
253.2815355,208.3518404,71.24866703,191.4675031,177.4764894,185.4805764,70.30163465,120.0900602,186.896638,0.0025
253.341116,208.2260928,71.30396941,191.4137474,177.5184456,185.3577003,70.50703283,120.0257608,186.7279114,0.0025
253.2764176,208.3518404,71.40351412,191.292798,177.5310697,185.0664762,70.39288994,120.2763631,186.4576089,0.0025
253.3271997,208.4618032,71.05635423,191.292798,177.3515256,185.2106059,70.43053441,120.1096141,186.7279114,0.0025
253.3271997,208.5057213,71.30396941,190.7192425,177.717253,185.2106059,70.44678013,120.0257608,186.4156694,0.0025
253.3057009,208.3542182,71.24866703,191.4137474,177.5310697,185.3929325,70.23758925,120.0291733,186.7920179,0.0025
253.2520874,208.2894476,71.05635423,191.3005987,177.3465516,185.3577003,70.44678013,120.1096141,186.6574489,0.0025
253.3430844,208.5057213,71.31945202,190.9680239,177.5190231,185.3929325,70.27601023,120.017958,186.6574489,0.0025
253.2644547,208.1110464,71.06259039,190.8528679,177.6581043,185.1447324,70.39288994,120.1635515,186.6574489,0.0025
253.2644547,208.5057213,71.22216763,191.3005987,177.5190231,184.7834332,70.27601023,120.1056088,186.6846475,0.0025
253.3271997,208.5057213,71.06259039,191.4137474,177.2808949,185.2750023,70.18741888,120.1635515,186.1930622,0.0025
250.2714841,206.507271,72.83902896,187.8050191,173.4845247,188.4563432,69.67656085,119.6830157,188.4332797,0.003
250.3165247,206.5419659,72.83902896,187.5479759,173.5352249,188.5932693,69.78511535,119.6800906,188.2498424,0.003
250.2714841,206.7078439,73.02214214,187.8679916,173.5631601,188.2324815,69.71258009,119.6815399,188.9077737,0.003
250.1587023,206.507271,72.50048981,187.3271529,173.4955243,188.4563432,69.63965066,119.6446007,188.2498424,0.003
250.4127243,206.507271,73.32177785,187.2159929,173.4845247,188.4628456,70.10873177,119.5887005,188.5317521,0.003
250.0900155,206.5999154,73.02214214,187.3839015,173.5156098,188.5776363,69.67596455,119.6121263,188.3006075,0.003
250.2491243,206.7078439,73.32177785,187.3958428,173.5963664,188.0178103,69.94561383,119.6446007,188.5569126,0.003
250.2491243,206.709695,73.32177785,187.9445255,173.3248425,188.9829642,69.63965066,119.5935446,188.8322484,0.003
250.4393886,206.5999154,73.02214214,187.8406996,173.6546531,188.4563432,69.70124421,119.661132,188.1877252,0.003
250.4127243,206.555041,73.01804888,187.6826441,173.4845247,188.6548315,69.80498132,119.5887005,188.2405793,0.003
250.2974218,206.4495281,72.83902896,187.5479759,173.6980507,188.1697203,69.88649856,119.759704,188.2405793,0.003
250.4052543,206.5745069,72.50048981,187.8406996,173.3248425,188.2324815,69.67656085,119.4217816,188.1877252,0.003
250.4661788,206.4979094,72.75809635,187.2159929,173.4845247,188.5776363,69.82086713,119.6147419,188.9077737,0.003
250.3165247,206.709695,72.84960127,187.5479759,173.4955243,188.1101425,69.88649856,119.6618558,188.5569126,0.003
250.1763968,206.5745069,72.57216773,187.6114504,173.7407705,188.2224339,69.71258009,119.759704,188.1877252,0.003
250.3165247,206.5824781,72.84960127,187.2159929,173.7687247,188.4628456,69.61217285,119.6618558,188.3006075,0.003
250.1587023,206.5824781,73.01804888,187.4970073,173.6546531,188.005713,69.71258009,119.6815399,188.1769299,0.003
250.1787303,206.7078439,72.84960127,187.3271529,173.5963664,188.4563432,69.67596455,119.6446007,188.2498424,0.003
250.1587023,206.507271,72.50048981,187.3839015,173.3248425,188.1101425,69.78511535,119.661132,188.3214172,0.003
250.2974218,206.5336532,72.57216773,187.5479759,173.3248425,188.1101425,69.61217285,119.6446007,188.5976073,0.003
250.1787303,206.4434861,72.57216773,187.5048446,173.5352249,188.005713,69.88649856,119.661132,188.3006075,0.003
250.4127243,206.555041,72.92153563,187.6114504,173.7687247,188.22804,69.70124421,119.5935446,188.3006075,0.003
250.0900155,206.5745069,72.83902896,187.9103358,173.3248425,188.2224339,70.10873177,119.6618558,188.5976073,0.003
250.4787277,206.4979094,73.02214214,187.5479759,173.5156098,188.6548315,69.94561383,119.759704,188.1877252,0.003
250.4661788,206.5824781,73.32177785,187.2159929,173.4955243,188.005713,69.94912147,119.6121263,188.5569126,0.003
239.5385878,203.1599308,75.65871341,181.9287906,167.4320792,193.5133881,69.11855729,118.9531584,191.3345235,0.004
239.7817365,203.1468546,75.4066872,182.0121626,167.4808802,193.5041666,68.81242017,118.7517155,191.2613359,0.004
239.9238563,203.1468546,75.27630543,182.1979622,167.6776032,193.9677626,69.00984117,118.8263589,190.9964477,0.004
239.7162863,203.1599308,75.27630543,182.1991074,167.6988891,194.0522838,69.10688166,118.9531584,191.2621904,0.004
239.5385878,203.072138,75.54469127,182.1979622,167.6776032,193.6761682,68.82490959,118.9320222,191.2613359,0.004
240.0314537,203.1767936,75.59750667,182.1991074,167.5469618,194.0013418,68.82490959,118.7525673,190.9623053,0.004
239.7799073,202.9888394,75.65871341,182.2323999,167.4320792,193.9808059,69.1361104,118.7525673,191.3345235,0.004
239.7547933,203.2129244,75.54469127,182.2570287,167.6218945,194.0013418,69.03618589,118.8972648,190.9623053,0.004
239.9238563,202.9589214,75.59750667,182.1798002,167.5565877,194.0522838,68.78628015,118.747943,191.3547472,0.004
239.9968501,203.2170411,75.66169432,181.7977747,167.5478357,193.9087715,68.80572913,118.9280116,191.2613359,0.004
239.7547933,203.072138,75.27630543,182.1979622,167.5957939,193.6761682,68.81242017,118.8927824,191.0464976,0.004
239.7547933,203.2170411,75.75853851,181.8770963,167.6218945,193.792114,69.06162721,118.8972648,191.1096831,0.004
239.6213049,203.1599308,75.59750667,181.8828605,167.5957939,193.9677626,68.78628015,118.9890976,191.0631938,0.004
239.6213049,203.0493031,75.23821266,182.1798002,167.6988891,193.6418509,68.82490959,118.8165693,191.3547472,0.004
239.604204,202.9888394,75.65871341,181.9461469,167.4808802,193.9564761,68.83906634,118.8263589,191.280957,0.004
240.091506,203.2170411,75.65871341,182.1798002,167.4320792,194.0522838,69.1361104,118.9280116,190.8855311,0.004
240.091506,203.1891742,75.6457936,182.2828629,167.6218945,193.9677626,68.83906634,118.8927824,191.1096831,0.004
239.6213049,202.9976341,75.27630543,182.2323999,167.6988891,193.9564761,69.1361104,118.8263589,191.4242398,0.004
239.8380594,203.072138,75.66169432,181.9461469,167.563709,193.9564761,68.78628015,118.9531584,191.280957,0.004
239.9210072,203.1891742,75.66169432,181.8770963,167.6988891,194.1602311,68.90074806,118.747943,191.232674,0.004
239.604204,202.9589214,75.65871341,182.2701306,167.6877298,193.9808059,68.80709278,118.8712328,191.2613359,0.004
239.6213049,203.072138,75.6457936,182.1549139,167.563709,193.6418509,69.11855729,118.9676673,191.3547472,0.004
239.7817365,203.1599308,75.57125844,182.2570287,167.6798079,193.9808059,68.75859754,118.8927824,191.4242398,0.004
239.7162863,203.1599308,75.4066872,182.1991074,167.6218945,194.0128818,69.11855729,118.9687016,190.8855311,0.004
239.7162863,203.072138,75.27630543,181.9461469,167.4320792,194.0522838,68.83906634,118.9676673,190.9623053,0.004
205.8861626,192.3199166,83.21055963,171.0085244,155.2514894,206.9962816,67.50184502,117.4319887,196.8322922,0.008
205.9143393,192.2418291,83.35257431,170.652548,155.2748478,207.117854,67.47859044,117.4148223,196.6208676,0.008
206.4235985,192.2340688,83.37245708,170.8795353,155.2205902,207.2203296,67.21528271,117.4477826,196.5662755,0.008
205.9980318,192.3199166,83.35932573,170.652548,155.2205902,207.201227,67.24062455,117.3417532,196.6879429,0.008
205.8855148,192.3199166,83.43352337,170.8795353,155.1378664,207.2051894,67.50184502,117.4918397,196.6886829,0.008
206.2056657,192.3199166,83.30292073,171.1373377,155.2530041,207.223872,67.21623639,117.4464233,196.5451867,0.008
205.8782825,192.1852922,83.3228457,170.5582663,155.2731445,207.201227,67.18730825,117.4468749,196.544905,0.008
206.4235985,192.2806185,83.24329317,170.5582663,155.3004613,207.201227,67.21452035,117.4321729,196.6481829,0.008
206.4235985,192.2418291,83.24329317,170.5582663,155.2748478,207.1303492,67.50184502,117.2728537,196.5662755,0.008
205.8569193,192.2822826,83.21055963,170.8795353,155.1378664,206.9757779,67.50184502,117.4477826,196.6208676,0.008
206.3680413,192.3545532,83.37234858,170.4644562,155.2530041,207.0655776,67.24935872,117.4319887,196.6242043,0.008
205.8569193,192.2822826,83.2027509,170.8795353,155.2731445,206.9757779,67.1393209,117.2690146,196.6242043,0.008
205.9281754,192.2418291,83.43352337,170.4644562,155.2466553,207.0629839,67.27562392,117.4477826,196.5105961,0.008
205.9281754,192.1548657,83.43352337,170.5130693,155.1378664,207.1303492,67.30024151,117.4672213,196.6879429,0.008
205.9281754,192.1548657,83.21055963,171.1373377,155.2213834,207.1303492,67.27090422,117.4672213,196.5451867,0.008
205.8782825,192.2992369,83.3910937,170.5582663,155.2547491,206.9962816,67.27090422,117.2728537,196.6224791,0.008
205.8569193,192.3418531,83.4388718,170.5076575,155.1378664,206.9757779,67.27090422,117.3761146,196.5105961,0.008
205.9281754,192.2418291,83.3910937,170.8795353,155.2748478,207.0629839,67.4436022,117.5083134,196.5662755,0.008
205.8782825,192.4154894,83.37245708,170.5499052,155.2547491,206.9757779,67.50184502,117.3140739,196.6065274,0.008
205.8569193,192.2992369,83.21055963,170.6024617,155.2205902,207.223872,67.27562392,117.5083134,196.4315067,0.008
206.3680413,192.4154894,83.3910937,170.61172,155.0110533,206.9757779,67.24062455,117.5083134,196.5304969,0.008
205.9143393,192.094081,83.37245708,170.5130693,155.110112,207.2203296,67.30024151,117.2728537,196.5105961,0.008
205.9143393,192.3375834,83.34700026,171.1373377,155.110112,207.201227,67.1393209,117.3417532,196.6208676,0.008
205.9281754,192.2992369,83.37234858,170.5499052,155.1378664,207.223872,67.24062455,117.4468749,196.6879429,0.008
206.0389612,192.3375834,83.21055963,170.6024617,155.1378664,207.284679,67.3495138,117.4319887,196.6208676,0.008
194.0260285,187.9000372,86.26413937,167.7190238,151.9044799,211.503759,66.71157585,116.8186926,198.0810798,0.01
193.933847,187.9000372,86.33593132,167.4908147,151.6864141,211.4938329,67.03963611,116.8456348,198.1747361,0.01
194.2888775,187.9697317,86.29635906,167.8591725,151.7838591,211.3254358,67.03126085,117.0494558,198.174031,0.01
193.8931621,187.8174158,86.43883095,167.5480626,151.9044799,211.4793246,66.81948146,117.0497523,198.4113686,0.01
194.268582,187.9012257,86.33593132,167.4279678,151.6813049,211.3254358,66.76814007,116.8760374,198.4705296,0.01
194.268582,187.893092,86.29981176,167.470724,151.9207932,211.4938329,67.03126085,116.99448,198.1747361,0.01
194.0933359,187.9197902,86.26413937,167.7943632,151.9448862,211.5679292,66.75055569,116.99448,198.4541917,0.01
194.0933359,187.9197902,86.29981176,167.9685299,151.9044799,211.5024094,66.81948146,116.8805348,197.9477256,0.01
194.268582,187.9197902,86.379944,167.470724,151.9044799,211.4564953,66.78565623,117.0235619,198.3561312,0.01
193.8783122,187.8880363,86.76647813,167.4585063,151.8206201,211.5679292,66.79873588,116.8332969,197.9477256,0.01
193.8931621,187.9080059,86.30496807,167.9685299,151.9082348,211.6937054,66.78565623,116.9816397,198.1757589,0.01
194.2888775,187.893092,86.379944,167.470724,151.9082348,211.5679292,66.81948146,116.9816397,198.1673531,0.01
194.1102931,187.8174158,86.25843491,167.4099099,151.9044799,211.5679292,66.70912017,116.8186926,198.4541917,0.01
194.4749858,187.9080059,86.25843491,167.5194841,151.9448862,211.2725454,66.81948146,117.0497523,198.164889,0.01
194.0260285,187.9012257,86.29981176,167.4908147,151.8206201,211.2603862,66.77622288,116.9522038,198.164889,0.01
194.1102931,187.9080059,86.30496807,167.4908147,151.9591211,211.4564953,66.86545142,116.8186926,197.9477256,0.01
194.268582,187.9936983,86.25843491,167.4585063,151.7838591,211.503759,66.71157585,116.9522038,198.4705296,0.01
194.0260285,187.9936983,86.37180698,167.8591725,151.6532931,211.6937054,66.86545142,116.8456348,198.4113686,0.01
193.9925644,187.9936983,86.25843491,167.5480626,151.7563193,211.2725454,66.79873588,117.0497523,198.1757589,0.01
193.9865105,187.9080059,86.76647813,167.4099099,151.8297149,212.0291048,66.86545142,117.0497523,198.1673531,0.01
193.9925644,187.9197902,86.379944,167.5480626,151.9448862,211.5754026,66.86545142,117.0235619,198.3881007,0.01
194.5113484,187.8880363,86.26413937,167.8103466,151.9591211,212.0291048,66.77622288,116.9628272,198.4705296,0.01
193.8931621,187.9000372,86.30496807,167.5480626,151.7767177,211.2725454,66.79873588,116.9696112,198.6440971,0.01
194.0933359,187.8174158,86.24626062,167.6706505,151.6532931,211.2603862,66.70912017,116.8332969,198.0810798,0.01
194.5113484,187.9997226,86.43883095,167.3657288,151.8297149,211.5024094,66.76814007,117.0235619,198.4705296,0.01
168.4912288,176.8978807,93.51422511,162.2826295,145.4326481,220.4430744,65.72722729,116.1891586,201.3471028,0.0125
168.1638687,176.9692897,93.36144459,161.7167049,145.6239422,220.3233473,65.85756311,116.1466961,201.4761014,0.0125
168.4912288,177.0744386,93.39248714,161.9475213,145.6551782,220.8134008,65.83281971,116.2060231,201.5195831,0.0125
168.2828362,176.9586963,93.52217719,161.9475213,145.6177431,220.8111185,65.86317777,116.1891586,201.9086268,0.0125
167.6389887,177.0481094,93.30085923,162.3107058,145.6590351,220.4430744,66.21894419,116.155971,201.3580189,0.0125
168.1529106,177.1003667,93.41623441,161.9420014,145.6239422,220.4097054,65.84999629,116.1699325,201.6998995,0.0125
167.6389887,176.9880411,93.36144459,161.9475213,145.6940921,220.4430744,65.90876487,116.0708209,201.7574859,0.0125
168.056585,177.0481094,93.30085923,161.789659,145.8138069,220.8111185,65.85749781,116.0708209,201.3580189,0.0125
168.2311416,176.8978807,93.4026684,162.1429621,145.7489725,220.3233473,66.21894419,116.2060231,201.3652398,0.0125
168.2311416,177.1971855,93.4026684,161.7152357,145.6551782,220.8111185,65.90876487,116.0708209,201.2712847,0.0125
168.1614373,176.9937624,93.33293904,161.789659,145.6177431,220.4161344,65.84999629,116.0783529,201.6998995,0.0125
168.056585,177.1971855,93.68154853,161.813409,145.6142937,220.8111185,65.72722729,116.0486247,201.6998995,0.0125
168.1529106,176.9880411,93.52217719,161.7901629,145.5218746,220.2988785,65.72237164,116.1521461,201.4377868,0.0125
168.1529106,176.9880411,93.30085923,161.9453427,145.6590351,220.3264268,66.12769877,116.0718759,201.3652398,0.0125
167.9118704,177.1617561,93.43864629,161.7152357,145.7489725,220.2988785,65.83793859,116.155971,201.7574859,0.0125
167.7338703,176.9586963,93.63824116,161.7152357,145.6177431,220.2988785,65.84999629,116.0486247,201.3652398,0.0125
167.7338703,176.9397129,93.36144459,161.9210301,145.7489725,220.5134321,66.21894419,116.2354787,201.2712847,0.0125
167.9660929,176.9586963,93.41623441,161.9210301,145.7432595,220.4301946,65.83281971,116.0708209,201.4761014,0.0125
167.7338703,176.9937624,93.35457707,161.9210301,145.8138069,220.4971109,66.21894419,116.1521461,201.4187544,0.0125
168.3337182,177.0026916,93.51422511,161.6450992,145.7489725,220.4301946,65.73675166,116.1466961,201.3095551,0.0125
168.2311416,177.0026916,93.25317635,161.789659,145.4326481,220.4161344,65.90876487,116.2510662,201.4377868,0.0125
167.9660929,177.1971855,93.19054939,161.9475213,145.6082485,220.2988785,65.86317777,116.0708209,201.3652398,0.0125
167.6389887,177.157467,93.51422511,161.8755938,145.6142937,220.4301946,65.86317777,116.0718759,201.7574859,0.0125
167.7338703,176.9586963,93.68154853,161.9210301,145.6551782,220.4430744,65.85756311,115.9826345,201.5195831,0.0125
168.3337182,177.0481094,93.52217719,161.789659,145.5218746,220.4301946,65.90876487,116.0783529,201.3652398,0.0125
152.5611672,169.7245644,98.16662862,159.175616,142.6487517,225.4199941,65.55260404,115.6808831,203.1791716,0.0175
152.5011846,169.5522483,98.02450509,159.4208965,142.5146152,225.4341745,65.40531616,115.6538536,203.1354488,0.0175
152.3893599,169.4939258,97.86638082,159.5688851,142.4855035,225.5332357,65.55484949,115.6715664,203.1421292,0.0175
152.0351428,169.7531825,98.16662862,158.9329467,142.7389156,225.3816547,65.55260404,115.616842,203.1421292,0.0175
152.1465526,169.5710837,98.09356704,159.3770593,142.6728782,225.428592,65.40531616,115.6847228,203.1791716,0.0175
151.9488813,169.6264716,97.89665858,158.9329467,142.5146152,225.2504744,65.4489048,115.616842,202.9829165,0.0175
152.5011846,169.5522483,97.86638082,159.0315398,142.6473572,225.328123,65.49368081,115.649824,202.9829165,0.0175
151.9586885,169.7531825,98.02922899,159.6199304,142.6240923,225.4483462,65.55484949,115.649824,203.0225461,0.0175
152.5611672,169.5459662,98.06132526,159.175616,142.5005021,225.2201777,65.35668085,115.6538536,203.0225461,0.0175
152.5360703,169.7206734,97.84695751,159.175616,142.6421953,225.428592,65.35668085,115.6617933,203.1290274,0.0175
152.134133,169.4939258,98.02922899,159.175616,142.6351805,225.13309,65.71801589,115.6808831,203.1646707,0.0175
152.1003596,169.5522483,97.88459588,159.6199304,142.6351805,225.3816547,65.74966367,115.6847228,202.9829165,0.0175
152.0115428,169.4939258,98.02922899,159.0650624,142.523903,225.4341745,65.4489048,115.726404,203.1337534,0.0175
152.5360703,169.7518987,98.06132526,159.0315398,142.5005021,225.468671,65.35668085,115.6808831,203.0953233,0.0175
152.2761115,169.5459662,98.06132526,159.057826,142.5005021,225.2201777,65.4489048,115.557656,203.1646707,0.0175
151.9586885,169.7835024,98.09356704,159.1092652,142.5005021,225.4341745,65.7239156,115.6538536,203.0922055,0.0175
152.1003596,169.6243195,97.89665858,159.057826,142.5321487,225.4483462,65.62920385,115.6847228,203.1243018,0.0175
152.2761115,169.7835024,97.88459588,159.5688851,142.6351805,225.3816547,65.55484949,115.6538536,203.1243018,0.0175
151.9586885,169.4939258,98.01173173,159.3770593,142.6240923,225.2524906,65.55484949,115.6617933,203.1354488,0.0175
152.2761115,169.5740331,98.08995341,159.175616,142.6421953,225.2524906,65.64261105,115.649824,203.0225461,0.0175
152.4425391,169.7245644,97.89665858,159.0315398,142.523903,225.2524906,65.71801589,115.616842,203.1421292,0.0175
151.9488813,169.7518987,98.08995341,159.1092652,142.6728782,225.2504744,65.4489048,115.6715664,203.1290274,0.0175
152.2761115,169.6243195,98.16138007,159.1092652,142.6240923,225.4199941,65.55484949,115.6847228,202.9928189,0.0175
152.2869851,169.6264716,98.06132526,159.4592548,142.6240923,225.5895373,65.35668085,115.6636541,203.1243018,0.0175
152.5360703,169.7245644,97.89665858,158.9329467,142.6240923,225.468671,65.33476008,115.649824,203.1791716,0.0175
140.3970153,163.4673406,101.7488746,157.1846514,140.5576118,228.6474421,65.10519537,115.3587774,204.3316451,0.0225
140.414211,163.5846301,101.9546735,157.0978861,140.6681992,228.7977455,65.10645153,115.4151906,204.2651499,0.0225
140.5862308,163.5046355,101.9128244,157.0640287,140.660514,228.7999739,65.09135406,115.3884214,204.2420101,0.0225
140.3030454,163.5046355,101.8113076,157.2441578,140.5986857,228.8082503,65.07166443,115.4073581,204.3415998,0.0225
140.5231632,163.4673406,101.8088587,157.5187288,140.7123915,228.7359149,65.30932882,115.4299432,204.4327885,0.0225
140.5231632,163.6688356,101.9538408,157.1108238,140.6709238,228.8082503,65.10519537,115.4151906,204.350321,0.0225
